Society,City/Site,Region,Polity,Year,Latitude,Longitude,Income Gini,Wealth Gini,Sources
,Knossos,,,-1750,35.06,24.79,,0.861631914,GINI Project Database
,Haradum,,,-1749,35.1,26.26,,0.3312661499,GINI Project Database
,Ayia Triada,,,-1700,34.87,25.71,,0.6871646719,GINI Project Database
,Kommos,,,-1700,35.19,25.91,,0.2833052277,GINI Project Database
,Malia,,,-1700,35.19,25.86,,0.7532871625,GINI Project Database
,Palaikastro,,,-1700,35.66,-107.06,,0.3558551525,GINI Project Database
,Zakros,,,-1700,58.56,-3.81,,0.7073643285,GINI Project Database
,Concise-Sous Colachoz E12,,,-1645,57.99,-4.4,,0.2444771723,GINI Project Database
,Chryssi,,,-1625,36.88,-107.84,,0.1448858185,GINI Project Database
,Mochlos,,,-1625,35.28,25.46,,0.3114074704,GINI Project Database
,Pseira,,,-1625,35.37,44.25,,0.2533349027,GINI Project Database
,Hampshire Easton Lane Excavations,,,-1600,36.43,38.28,,0.3072377192,GINI Project Database
,LA81172,,,-1600,36.22,38.13,,0.1375767728,GINI Project Database
,"Neolithic, Bronze Age, Iron Age, Romano-British, Saxon and medieval settlement activity at Cotswold Community School south east of Shorncote, Somerford Keynes.",,,-1600,35.01,24.76,,0.1863733144,GINI Project Database
,"Sharpridge Farm, Rockley 1 AIP",,,-1600,35.2,26.28,,0.09333950582,GINI Project Database
,Stansted Airport 1 AIP MTCP Site,,,-1600,51.07,-1.29,,0.204279668,GINI Project Database
,Tell Munbaqa,,,-1600,51.66,-1.95,,0.3026055705,GINI Project Database
,Tremough AIP,,,-1600,51.47,-1.8,,0.1520695861,GINI Project Database
,"Leuchars, Pitlethie Road",,,-1509,51.88,0.25,,0.5118166667,GINI Project Database
,Nuzi,,,-1500,27.65,30.9,,0.7810312061,GINI Project Database
,"Bestwall Quarry Archaeological Project, Field R, Bronze Age settlement",,,-1470,50.17,-5.13,,0.1827151492,GINI Project Database
,Tell Bazi,,,-1450,50.69,-2.09,,0.2803713922,GINI Project Database
,Tell El Amarna,,,-1372,35.6,35.78,,0.8754534739,GINI Project Database
,"Dunch Hill, Wiltshire",,,-1366,36.5,39.09,,0.3547235424,GINI Project Database
,Paul Mason,,,-1250,56.38,-2.88,,0.09208962641,GINI Project Database
,Ugarit,,,-1230,34.67,32.91,,0.6704818383,GINI Project Database
,Bosiliack,,,-1206,31.47,35.85,,0.3326029353,GINI Project Database
,Springfield Lyons,,,-1206,31.21,34.97,,0.5550928022,GINI Project Database
,Episkopi Bamboula,,,-1200,51.24,-1.71,,0.1525057383,GINI Project Database
,Khirbet al-Lahun,,,-1200,47.37,8.67,,0.3165881737,GINI Project Database
,SAS 115,,,-1200,46.92,6.83,,0.1764705882,GINI Project Database
,SAS 119,,,-1200,50.15,-5.6,,0.1982109228,GINI Project Database
,SAS 132,,,-1200,51.75,0.51,,0.3074285714,GINI Project Database
,Tell Masos,,,-1200,31.28,35.87,,0.2012133468,GINI Project Database
,Tell Sabi Abyad,,,-1195,54.62,-128.43,,0.5960275137,GINI Project Database
,"Bestwall Quarry Archaeological Project, Field R, Bronze Age settlement",,,-1150,46.94,6.85,,0.3816336806,GINI Project Database
,Black Patch: Bronze Age settlement,,,-1150,46.92,6.83,,0.289553685,GINI Project Database
,"Foster's Field, Tinney's Lane, Sherborne",,,-1150,32.1,34.8,,0.4019960672,GINI Project Database
,Gwithian Merged,,,-1150,46.92,6.83,,0.3232652742,GINI Project Database
,"Hampshire Bronze Age settlement and Iron Age funerary site, Adanac Park",,,-1150,50.81,0.12,,0.4804948589,GINI Project Database
,Hampshire Easton Lane Excavations,,,-1150,50.95,-2.51,,0.4004563482,GINI Project Database
,"Huntsman's Quarry, Kemerton",,,-1150,50.23,-5.38,,0.4823609944,GINI Project Database
,"King's Dyke West, Whittlesey",,,-1150,50.94,-1.47,,0.0414822822,GINI Project Database
,"Neolithic, Bronze Age, Iron Age, Romano-British, Saxon and medieval settlement activity at Cotswold Community School south east of Shorncote, Somerford Keynes.",,,-1150,51.07,-1.29,,0.3443720325,GINI Project Database
,"Rainham Road, [Scott and Albyn's Farm], South Hornchurch {Bronze Age settlement}",,,-1150,52.03,-2.09,,0.1815476524,GINI Project Database
,Reading Business Park,,,-1150,52.57,-0.17,,0.4183533044,GINI Project Database
,The Rhee Lakeside AIP,,,-1150,51.66,-1.95,,0.4296659988,GINI Project Database
,CR325,,,-1100,51.53,0.19,,0.1267930996,GINI Project Database
,Wasserburg Buchau 1,,,-1100,51.43,-0.99,,0.1944683908,GINI Project Database
,Wasserburg Buchau 2,,,-1100,52.38,0.03,,0.2722194007,GINI Project Database
,Tell Qasile,,,-1051,46.92,6.83,,0.1870134,GINI Project Database
,CH-MF-9,,,-1050,46.92,6.83,,0.278248974,GINI Project Database
,Khirbat al-Mudayna al-Aliya,,,-1050,32.29,35.34,,0.1520382384,GINI Project Database
,Greifensee-Böschen,,,-1047,48.06,9.63,,0.1841957255,GINI Project Database
,Bevaix Sud 1,,,-1011,48.06,9.63,,0.1580993521,GINI Project Database
,Cortaillod-Est,,,-1010,50.69,-2.09,,0.2688495425,GINI Project Database
,Bevaix Sud 2,,,-1004,31.89,35.22,,0.1336700337,GINI Project Database
,Tell el-Far'ah (North),,,-1000,31.24,34.84,,0.1426385889,GINI Project Database
,Tell en-Nasbeh,,,-1000,52.56,-0.18,,0.2390222799,GINI Project Database
,Bevaix Sud 3,,,-985,35.88,36.63,,0.1330607109,GINI Project Database
,Bevaix Sud 4,,,-970,19.2,-98.88,,0.1342957472,GINI Project Database
,Bevaix Sud 5,,,-960,37.1,36.68,,0.1184236453,GINI Project Database
,ANYEONGNI,,,-950,35.46,43.26,,0.2518248175,GINI Project Database
,BANSONGNI,,,-950,31.24,34.84,,0.2166563595,GINI Project Database
,BONGMYEONGDONG,,,-950,31.46,34.91,,0.1565478384,GINI Project Database
,BONGSEOLLI,,,-950,36.43,43.35,,0.2718638702,GINI Project Database
,BULDANGDONG,,,-950,37.77,24.86,,0.232732293,GINI Project Database
,BUNHYANGNI,,,-950,32.32,35.56,,0.1766233766,GINI Project Database
,BUPYEONG,,,-950,35.11,25.87,,0.1836966394,GINI Project Database
,BUSONGDONG 242-73,,,-950,36.27,36.59,,0.2474747475,GINI Project Database
,CHILSEONGNI,,,-950,38.2,26.03,,0.2752534113,GINI Project Database
,CHUDONGNI,,,-950,36.32,127.07,,0.1219926889,GINI Project Database
,DAEGONGNI,,,-950,37.2,127.07125,,0.2639372118,GINI Project Database
,DAEJEONGDONG,,,-950,36.65,127.46,,0.1705744431,GINI Project Database
,DAEPYEONGNI,,,-950,36.13,126.77,,0.2177368299,GINI Project Database
,DAEYARI,,,-950,36.8,127.1,,0.2979046243,GINI Project Database
,DANGJEONGNI,,,-950,36.33,126.89,,0.2970409712,GINI Project Database
,DONGCHEONDONG,,,-950,35.97,127,,0.1829863971,GINI Project Database
,DOSAMNI,,,-950,35.96,127,,0.2185173282,GINI Project Database
,DUGYERI,,,-950,34.98,127.58,,0.1959619952,GINI Project Database
,GAGOKDONG,,,-950,36.06,126.77,,0.2253557198,GINI Project Database
,GALDU I,,,-950,34.86,127.44,,0.1770132608,GINI Project Database
,GALDU II,,,-950,36.32,127.32,,0.1610705596,GINI Project Database
,GEUMGOK,,,-950,35.22,127.96,,0.1931818182,GINI Project Database
,GEUMGYERI,,,-950,35.63,127.96,,0.3251874419,GINI Project Database
,GOYANGCHON,,,-950,36.1,126.65,,0.06040268456,GINI Project Database
,GUNDONG,,,-950,35.94,128.56,,0.1489261451,GINI Project Database
,GUNGDONG,,,-950,36.02,126.73,,0.1433801098,GINI Project Database
,GUSEONGDONG,,,-950,36.27,127.26,,0.1258148631,GINI Project Database
,GWANCHANGNI,,,-950,34.98,127.48,,0.2821356505,GINI Project Database
,GWISALLI,,,-950,34.79,126.89,,0.2263501892,GINI Project Database
,HAGAMNI,,,-950,34.79,126.89,,0.2314192102,GINI Project Database
,HWANGSALLI BUNTO,,,-950,35.12,126.74,,0.2994017487,GINI Project Database
,HYOJA4,,,-950,34.73,126.58,,0.2685221354,GINI Project Database
,HYOJA5,,,-950,35.08,126.51,,0.2261647778,GINI Project Database
,HYUAMNI,,,-950,35.3,126.55,,0.1687109187,GINI Project Database
,IBAMNI,,,-950,36.36,127.34,,0.1597839073,GINI Project Database
,IGEUMDONG,,,-950,36.37,127.37,,0.1748451292,GINI Project Database
,JAGAERI I,,,-950,36.38,126.58,,0.231938397,GINI Project Database
,JAGAERI II,,,-950,36.5,127.11,,0.2414428243,GINI Project Database
,JANGCHEOLLI,,,-950,36.38,126.94,,0.1127924898,GINI Project Database
,JEUNGSALLI,,,-950,34.43,126.57,,0.1940278611,GINI Project Database
,JILLARI,,,-950,35.81,127.1,,0.2819486625,GINI Project Database
,JUKCHEONGNI GA,,,-950,35.81,127.1,,0.1150793651,GINI Project Database
,MAJEON,,,-950,36.7,126.55,,0.1909483855,GINI Project Database
,MAJEONIII,,,-950,36.25,127.27,,0.1884344332,GINI Project Database
,MANGWOLCHON,,,-950,34.95,128.11,,0.2812920592,GINI Project Database
,MANSURI,,,-950,36.79,126.68,,0.09857035365,GINI Project Database
,MYEONGAMNI,,,-950,36.8,126.67,,0.2292129287,GINI Project Database
,NABONGNI,,,-950,34.75,126.58,,0.2778787721,GINI Project Database
,NONGSAN,,,-950,36.25,127,,0.3103548575,GINI Project Database
,OECHON,,,-950,35.67,128.75,,0.2939698492,GINI Project Database
,OJIRI,,,-950,36.24,126.56,,0.1281762295,GINI Project Database
,OKGOKDONG,,,-950,37.83,23.8,,0.2673267327,GINI Project Database
,ONGNAMNI,,,-950,35.31,126.56,,0.1348934551,GINI Project Database
,OSEONGNI,,,-950,35.83,127.1,,0.2120746994,GINI Project Database
,SAMILLI,,,-950,35.52,127.15,,0.1609477124,GINI Project Database
,SANGCHOLLI 9-13 JISEONGMYO MIT SEONSA,,,-950,36.64,127.33,,0.2257104874,GINI Project Database
,SANGSEODONG,,,-950,36.82,127.06,,0.2473326867,GINI Project Database
,SANJEONG,,,-950,51.5,0.41,,0.2016363801,GINI Project Database
,SANUIRI,,,-950,36.28,126.86,,0.2119866815,GINI Project Database
,SAWOLLI,,,-950,35.88,127.46,,0.2665801849,GINI Project Database
,SEOBYEONDONG,,,-950,51.66,-1.95,,0.1312280702,GINI Project Database
,SEONGCHEOLLI WACHON,,,-950,35.2,126.88,,0.2942056075,GINI Project Database
,SINBANGDONG,,,-950,35.28,127.31,,0.1512304251,GINI Project Database
,SINCHON_MANGGONGNI,,,-950,35.82,128.73,,0.252593361,GINI Project Database
,SINPUNG,,,-950,36.04,126.68,,0.2477042723,GINI Project Database
,SOMYEONG,,,-950,36.1,126.69,,0.3407558413,GINI Project Database
,SONGCHEONDONG 2GA,,,-950,35.5,126.58,,0.3485371466,GINI Project Database
,SONGGUNGNI,,,-950,35.22,127.97,,0.1666428741,GINI Project Database
,SOSADONG,,,-950,36.43,127.42,,0.1960470085,GINI Project Database
,SSANGCHEONGNI,,,-950,35.11,126.75,,0.2021758569,GINI Project Database
,SUMUN,,,-950,36.36,127.07,,0.1627571211,GINI Project Database
,TONGJEONG,,,-950,35.29,127.96,,0.1598804632,GINI Project Database
,UNDANGNI,,,-950,35.93,128.6,,0.1718443207,GINI Project Database
,UNGOKDONG,,,-950,35.04,126.51,,0.1942938387,GINI Project Database
,WOLGIRI,,,-950,36.78,127.13,,0.2312451663,GINI Project Database
,WOLSEONGDONG 1275,,,-950,35.14,128.48,,0.1654993515,GINI Project Database
,WOLSEONGDONG 1300,,,-950,34.8,126.84,,0.1753349989,GINI Project Database
,WONSURI,,,-950,35.13,126.48,,0.2320185615,GINI Project Database
,YEONGCHEON,,,-950,35.86,127.13,,0.1872672071,GINI Project Database
,YEONGDEUNGDONG,,,-950,36.26,127.03,,0.2108623798,GINI Project Database
,YEOUIGOK,,,-950,36.99,127.12,,0.2292134831,GINI Project Database
,YONGSAN TAMNIPDONG,,,-950,36.65,127.34,,0.09208731241,GINI Project Database
,YULHARI,,,-950,35.19,126.83,,0.2191899878,GINI Project Database
,Altar de Sacrificios,,,-900,35.02,126.42,,0.4436849754,GINI Project Database
,Assur,,,-900,35.27,126.56,,0.8952133789,GINI Project Database
,Beer-Sheba,,,-900,34.99,126.69,,0.2584798995,GINI Project Database
,El Trapiche,,,-900,35.9,27.76,,0.3530545411,GINI Project Database
,Tell Mastuma,,,-900,36.1,126.77,,0.311993438,GINI Project Database
,Çatal Höyük (Amuq Valley),,,-850,35.82,128.53,,0.3847502974,GINI Project Database
,Must Farm,,,-850,35.82,128.53,,0.1356284658,GINI Project Database
,Tell es Sa'idiyeh,,,-850,36.02,127.09,,0.02830188679,GINI Project Database
,Beer-Sheba,,,-800,54.18,-0.6,,0.3381080959,GINI Project Database
,Mucking South Ring: Late Bronze Age,,,-800,35.1,126.69,,0.2135925409,GINI Project Database
,"Neolithic, Bronze Age, Iron Age, Romano-British, Saxon and medieval settlement activity at Cotswold Community School south east of Shorncote, Somerford Keynes.",,,-800,35.96,126.98,,0.2357714413,GINI Project Database
,Stanwick,,,-800,35.91,127.49,,0.308642221,GINI Project Database
,Tell Beit Mirsim,,,-800,36.42,127.4,,0.2081118474,GINI Project Database
,Tell Billa,,,-800,35.17,128.82,,0.4072177771,GINI Project Database
,West Heslerton Site 1,,,-800,32.54,44.43,,0.5852115569,GINI Project Database
,Zincirli Höyük,,,-800,30.96,46.1,,0.7794896821,GINI Project Database
,Zagora,,,-760,39.75,35.06,,0.3197238659,GINI Project Database
,Kavousi Kastro,,,-750,48.1,9.42,,0.2121539015,GINI Project Database
,Biskupin,,,-700,52.79,17.74,,0.05794858927,GINI Project Database
,Emporio,,,-700,48.1,9.42,,0.3609083536,GINI Project Database
,Lathouriza,,,-700,39.88,20.75,,0.356113627,GINI Project Database
,Vroulia,,,-650,37.98,23.72,,0.1126626969,GINI Project Database
,Babylon,,,-626,37.74,24.05,,0.8386665502,GINI Project Database
,Ur,,,-625,36.82,-107.74,,0.6515276782,GINI Project Database
,Heuneburg IVb2,,,-600,37.83,23.78,,0.2805577072,GINI Project Database
,Taxila,,,-600,19.29,-99.02,,0.4557003968,GINI Project Database
,Thorikos,,,-600,40.3,23.36,,0.278887233,GINI Project Database
,Vitsa,,,-600,36.02,-108.68,,0.3662921348,GINI Project Database
,Kerkenes Dağ,,,-585,37.31,23.15,,0.5770997088,GINI Project Database
,Heuneburg IVa1,,,-530,NA,NA,,0.4635559057,GINI Project Database
,Athens,,,-500,52.33,-0.57,,0.3252615845,GINI Project Database
,Gb-To-TA103,,,-500,33.75377778,72.82688889,,0.1390565094,GINI Project Database
,Gc-To-27,,,-500,35.38,140.01,,0.1550615528,GINI Project Database
,Gc-To-28,,,-500,20.99,-89.76,,0.2723667131,GINI Project Database
,Gc-To-9,,,-500,35.18,25.66,,0.1012566518,GINI Project Database
,XO-LF-2,,,-500,39.44,20.55,,0.6242709939,GINI Project Database
,HWASULLI,,,-450,42.26,-106.55,,0.1500622794,GINI Project Database
,Kaimoto Iseki,,,-450,33.43,130.56,,0.2211546841,GINI Project Database
,Kitamuta,,,-450,52.75,-3.15,,0.3844797178,GINI Project Database
,OEDODONG2,,,-450,54.31,-130.46,,0.1223698782,GINI Project Database
,SAMYANGDONG,,,-450,54.36,-130.48,,0.1320819113,GINI Project Database
,Olynthos,,,-432,54.37,-130.48,,0.1843077318,GINI Project Database
,Halai Axonides,,,-425,54.34,-130.27,,0.2639511202,GINI Project Database
,Blagdon Park 2,,,-400,33.58,130.36,,0.2775353586,GINI Project Database
,"Cat's water, Fengate",,,-400,51.26,-1.07,,0.3081929163,GINI Project Database
,Cleveland Farm,,,-400,50.83,-0.43,,0.3162083751,GINI Project Database
,East Kent Access (Zone 6 and 7),,,-400,52.57,-0.21,,0.3104743228,GINI Project Database
,"Fenny Lock, Milton Keynes",,,-400,51.65,-1.9,,0.3698517298,GINI Project Database
,Halieis,,,-400,51.32,1.35,,0.09875183554,GINI Project Database
,Knapwell Plantation,,,-400,52,-0.71,,0.1630247327,GINI Project Database
,LA70667,,,-400,52.22,-0.07,,0.2451046877,GINI Project Database
,Lato,,,-400,33.4,130.56,,0.2243012243,GINI Project Database
,"Titnore Lane, Goring-by-Sea",,,-400,55.08,-1.66,,0.3663092046,GINI Project Database
,Xtobo,,,-400,34.87,25.71,,0.5376710304,GINI Project Database
,NM-H-51-55,,,-390,40.81,14.35,,0.3111890667,GINI Project Database
,NM-H-62-99,,,-390,37.39,25.27,,0.4102564103,GINI Project Database
,Elea,,,-350,33.47,130.52,,0.2193732194,GINI Project Database
,Enokida Iseki,,,-350,33.24,126.34,,0.2760180995,GINI Project Database
,Fumiwaki Iseki,,,-350,33.48,126.44,,0.2457129152,GINI Project Database
,Kamagami Iseki,,,-350,33.52,126.59,,0.2680145804,GINI Project Database
,Kyuu Kibi Chuugakkou Koutei Iseki,,,-350,35.1,135.99,,0.2306805075,GINI Project Database
,Ooitai,,,-350,34.63,138.18,,0.3903301887,GINI Project Database
,Takinokuchimukoudai Iseki,,,-350,51.16,-2.73,,0.103649635,GINI Project Database
,"Collfryn, Llansantffraid Deuddwr, Powys",,,-340,40.75,14.49,,0.2066941298,GINI Project Database
,Chryssi,,,-314,36.62,138.27,,0.5310305376,GINI Project Database
,Herculaneum,,,-314,35.4,140.05,,0.2239211074,GINI Project Database
,Chunhuayum,,,-300,35.46,140.11,,0.3792124598,GINI Project Database
,Cival,,,-300,34.07,135.21,,0.6076701136,GINI Project Database
,Dos Aguadas,,,-300,19.57,-98.87,,0.5377999022,GINI Project Database
,Dura Europos,,,-300,19.59,-98.84,,0.4504686589,GINI Project Database
,Ixcoche,,,-300,50.16,-5.58,,0.4718823276,GINI Project Database
,Nishijinmachi Iseki,,,-300,35.1,135.99,,0.4245472837,GINI Project Database
,"Ructstalls Hill, Basingstoke",,,-300,50.91,-2.11,,0.2102065614,GINI Project Database
,TX-TF-1,,,-250,52.05,-0.69,,0.6729508197,GINI Project Database
,TX-TF-4,,,-250,52.38,0.02,,0.6159903474,GINI Project Database
,Uxbenka,,,-250,17.36,-89.25,,0.3860748826,GINI Project Database
,Ootani,,,-235,55.03,-1.63,,0.3083832335,GINI Project Database
,Duncan Tract,,,-200,52.6,-1.19,,0.140969163,GINI Project Database
,Ootsuka Iseki,,,-200,52.34,0.07,,0.2291444333,GINI Project Database
,Ostia,,,-200,52.41,0.24,,0.6688371798,GINI Project Database
,Pompeii,,,-200,52.86,-1.31,,0.6073544974,GINI Project Database
,Yearwood MW,,,-200,51.19,-0.15,,0.1832406569,GINI Project Database
,Hattori Iseki,,,-175,41.76,12.29,,0.3020881365,GINI Project Database
,Kabagayahara Iseki,,,-175,50.72,-2.45,,0.4370860927,GINI Project Database
,Gb-To-78,,,-160,34.75,40.73,,0.1675170561,GINI Project Database
,Brasstown Valley,,,-150,51.13,0.85,,0.1152380952,GINI Project Database
,Hickory Log,,,-150,51.11,0.88,,0.2564102564,GINI Project Database
,Delos,,,-146,53.81,-0.22,,0.545093038,GINI Project Database
,Barton Field,,,-100,17.26,-89.38,,0.3763373191,GINI Project Database
,Belling Law,,,-100,36.35,-86.11,,0.2289701999,GINI Project Database
,"Bodrifty, Mulfra Hill",,,-100,54.56,-0.93,,0.2891472513,GINI Project Database
,Brauncewell Limestone Quarry,,,-100,50.73,-1.55,,0.1634960272,GINI Project Database
,Broughton Manor Farm,,,-100,52.28,-0.86,,0.4297245601,GINI Project Database
,"Burton Constable, Ellerby (Easington to Ganstead Plot 9)",,,-100,54.5,-1.06,,0.2438396469,GINI Project Database
,Camp Ground,,,-100,57.1,-153.24,,0.2345301757,GINI Project Database
,Catcote,,,-100,57.1,-153.24,,0.4022289767,GINI Project Database
,Chysauster,,,-100,57.1,-153.24,,0.3055984239,GINI Project Database
,Clay Lane,,,-100,53.82,-0.43,,0.3752452125,GINI Project Database
,"Crossgates, Seamer",,,-100,51.89,0.26,,0.2239072257,GINI Project Database
,Dalton Parlours,,,-100,54.43,-1.33,,0.5026682692,GINI Project Database
,Dinorben,,,-100,52.57,-0.61,,0.2611180124,GINI Project Database
,East Brunton,,,-100,55.03,-1.65,,0.2451752022,GINI Project Database
,"Enderby, Enclosure I",,,-100,33.52,130.44,,0.5178609626,GINI Project Database
,Glastonbury Lake Village,,,-100,54.31,-130.46,,0.4406774282,GINI Project Database
,Haddenham Iron Age settlement,,,-100,51.9,0.01,,0.4910896263,GINI Project Database
,Hartburn,,,-100,35.55,139.58,,0.2201593646,GINI Project Database
,Hattori Iseki,,,-100,16.48,-90.52,,0.2229584527,GINI Project Database
,"Heslington East, Areas A1 and A2",,,-100,16.49,-90.54,,0.3892669207,GINI Project Database
,Hurst Lane Reservoir,,,-100,51.74,0.68,,0.3504363273,GINI Project Database
,Kilton Thorpe,,,-100,53.76,-0.85,,0.06129641284,GINI Project Database
,Lockington,,,-100,52.31,0.63,,0.1286459568,GINI Project Database
,Low Park Corner Chippenham,,,-100,51.76,-0.38,,0.1986794718,GINI Project Database
,Lukurmata,,,-100,54.24,-130.38,,0.1738600341,GINI Project Database
,Marcham/Frilford,,,-100,52.25,-0.76,,0.291006424,GINI Project Database
,Mucking,,,-100,54.24,-0.43,,0.4398926655,GINI Project Database
,Murton High Crags,,,-100,52.51,-1.71,,0.2465100727,GINI Project Database
,North East Horley,,,-100,55.17,-1.87,,0.344993627,GINI Project Database
,"Parc Bryn Cegin, Llandygai",,,-100,53.95,-1.03,,0.3280647648,GINI Project Database
,Park Brow,,,-100,52.29,0.45,,0.1158076681,GINI Project Database
,"Park Farm East, Ashford",,,-100,55.74,-2.06,,0.2860663788,GINI Project Database
,Porthmeor,,,-100,35.38,140.01,,0.4852655564,GINI Project Database
,Poundbury,,,-100,53.65,-1.06,,0.2769107643,GINI Project Database
,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",,,-100,55.07,-2.14,,0.2971134431,GINI Project Database
,Stanwick,,,-100,52.43,0.74,,0.5071767084,GINI Project Database
,Takinokuchimukoudai Iseki,,,-100,52.41,0.74,,0.445043183,GINI Project Database
,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",,,-100,53.81,-0.09,,0.2983346872,GINI Project Database
,"Topham Farm, Sykehouse",,,-100,54.61,-1.39,,0.3203391548,GINI Project Database
,West Brunton,,,-100,51.9,0.01,,0.2465880433,GINI Project Database
,West Gunnar Peak,,,-100,53.78,-0.19,,0.2569904762,GINI Project Database
,West Stow,,,-100,51.19,-0.15,,0.3732727991,GINI Project Database
,"Brisley Farm, Ashford",,,-75,54.55,-1.58,,0.2977595815,GINI Project Database
,"Furfield Quarry, Boughton Monchelsea",,,-75,51.24,0.55,,0.4667087808,GINI Project Database
,Stansted 85-91 (ACS),,,-75,55.19,-2.49,,0.2520931142,GINI Project Database
,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",,,-50,53.78,-0.68,,0.5960597826,GINI Project Database
,"Brandywell, Sproatley (Easington to Ganstead Plots 25 and 26)",,,-50,50.16,-5.54,,0.5647327808,GINI Project Database
